time,user,text,hashtag,user_mentions,retweeted,retweet_count,favorited,favorite_count,in_reply_to_user_id
24-01-2023,intelcapital,Our portfolio company @volocopter had the honor of meeting French President Emmanuel Macron and German Chancellor Olaf Scholz to discuss Volocopter’s plans for launching #UAM services by the #Paris2024 Olympics. Learn more about the company’s commercial service goals below. https://t.co/8sUYN6wOAO,"['UAM', 'Paris2024']","[{'user_id': 905069200590475265, 'screen_name': 'volocopter'}]",False,1,False,4,
23-01-2023,intelcapital,"Ready to scale up your data science workflows? Today, @ponderdata introduced a new product that allows users to run #panda codes on 1TB+ data directly in their #datawarehouse. Learn more about how the product bridges the world of data science and data warehouses below. https://t.co/Be5DNTZsbj","['panda', 'datawarehouse']","[{'user_id': 1409999723784671234, 'screen_name': 'ponderdata'}]",False,0,False,9,
21-01-2023,intelcapital,.@SiFive’s #RISCV was included in @techreview’s 10 Breakthrough Technologies of 2023 list - congrats! Read more about the recognition and their #openstandard chip design below. https://t.co/qtGXqBWS6z,"['RISCV', 'openstandard']","[{'user_id': 722914767636004865, 'screen_name': 'SiFive'}, {'user_id': 15808647, 'screen_name': 'techreview'}]",False,1,False,4,
21-01-2023,intelcapital,"Join @OxeyeSecurity co-founder and CEO @AgronDean and Manicode Security founder Jim Manico (@manicode)’s live webinar on Thursday, January 26th at 9am PT for a deep dive into the future of #ApplicationSecurity. Register here: https://t.co/6jmrHzKP1g",['ApplicationSecurity'],"[{'user_id': 1437065698140987394, 'screen_name': 'OxeyeSecurity'}, {'user_id': 1238728104442544133, 'screen_name': 'AgronDean'}, {'user_id': 55695175, 'screen_name': 'manicode'}]",False,0,False,2,
19-01-2023,intelcapital,"Today, @immuta released Immuta Detect, a central pillar of the company’s data security platform that provides timely #datasecurity insights and enables risk remediation. Learn more about Immuta’s end-to-end #securityplatform and Immuta Detect’s capabilities below. https://t.co/KBOwSpsYn3","['datasecurity', 'securityplatform']","[{'user_id': 3362905589, 'screen_name': 'immuta'}]",False,0,False,5,
19-01-2023,intelcapital,"If selected to compete, you’ll see Intel Capital’s @mrostick as a judge at the North Carolina regional event on February 11th. Learn more about the competition hosted by @DukeU, @GeorgiaTech &amp; @NCState here: https://t.co/CvSjXJFGqz",,"[{'user_id': 13179302, 'screen_name': 'mrostick'}, {'user_id': 23450421, 'screen_name': 'DukeU'}, {'user_id': 19080617, 'screen_name': 'GeorgiaTech'}, {'user_id': 487624974, 'screen_name': 'NCState'}]",False,1,False,2,27994823
19-01-2023,intelcapital,"The Southeast Cyber Pitch Competition is accepting applications 📣 and is open to all Southeast cyber entrepreneurs with ideas ranging from #cybersecurity to #datagovernance. If interested, submit your pitch at https://t.co/7w0dDm1HRR by January 25th. https://t.co/DBhPayh605","['cybersecurity', 'datagovernance']",,False,1,False,2,
18-01-2023,intelcapital,".@TechTarget recently shared its Storage Products of the Year 2022 awards, where @MinIO received gold in the cloud storage category for the second-consecutive year, and @LightbitsLabs received bronze for Lightbits v3.0. Learn more here: https://t.co/HvMHbHjh5L",,"[{'user_id': 18947406, 'screen_name': 'TechTarget'}, {'user_id': 3017977255, 'screen_name': 'Minio'}, {'user_id': 1013507154395922432, 'screen_name': 'LightbitsLabs'}]",False,0,False,3,
18-01-2023,intelcapital,"Jay Harel (@whyage), @opaquesys’ VP of Product, discusses how #confidentialcomputing could change  #cybersecurity by adding an extra layer of protection that requires physical access to the #hardware, in a recent @DarkReading article. Read more of his insights below. https://t.co/SOq4RlILrY","['confidentialcomputing', 'cybersecurity', 'hardware']","[{'user_id': 12120912, 'screen_name': 'WhyAge'}, {'user_id': 1336170802438258689, 'screen_name': 'opaquesys'}, {'user_id': 17445813, 'screen_name': 'DarkReading'}]",False,0,False,1,
18-01-2023,intelcapital,Congratulations to Tibit Communications for being acquired by #software company @Ciena 🎉. Tibit simplifies broadband access networks and will help improve #connectivity of #network systems at Ciena. Read more about the acquisition here: https://t.co/DRRcprdcoO,"['software', 'connectivity', 'network']","[{'user_id': 15211461, 'screen_name': 'Ciena'}]",False,0,False,4,
17-01-2023,intelcapital,Take a look #InsideIntelCapital to learn how Fabric8Labs is revolutionizing high-precision metal manufacturing with electrochemistry to broaden the market for metal additive manufacturing across all industries and reduce greenhouse gas emissions: https://t.co/2hWXndLQ8S,['InsideIntelCapital'],,False,0,False,1,27994823
17-01-2023,intelcapital,"Disrupting traditional #manufacturing methods with its new approach to metal #3Dprinting, the @Fabric8LabsInc team is focused on reducing manufacturing costs and supporting significant advancements in material quality and manufacturing capabilities. https://t.co/744D4kmlo9","['manufacturing', '3Dprinting']","[{'user_id': 1437398834162900998, 'screen_name': 'Fabric8LabsInc'}]",False,0,False,2,
13-01-2023,intelcapital,"Our portfolio company @upbound_io was recognized as one of #BuiltIn2023’s Best Places to Work in three categories: Fully Remote Best Startups, Fully Remote Best Places to Work, and US Best Startups to Work For. Check out the full list below. https://t.co/2YYKWkE6J1",['BuiltIn2023'],"[{'user_id': 908031932801310720, 'screen_name': 'upbound_io'}]",False,0,False,3,
13-01-2023,intelcapital,We are proud to be recognized by @BuiltIn as a top #VC firm in tech and to continue supporting our portfolio companies driving #innovation and growth across the tech industry. See the full list here: https://t.co/eclwco5ZBf,"['VC', 'innovation']","[{'user_id': 764207138562387968, 'screen_name': 'BuiltIn'}]",False,1,False,2,
11-01-2023,intelcapital,"Our portfolio company @Tetrateio announced the release of Brooklyn, a solution for securely and efficiently scaling #enterpriseworkloads, environments and teams. Learn more about the latest evolution to the Tetrate Service Bridge below. https://t.co/GnVmYXkEvm",['enterpriseworkloads'],"[{'user_id': 998918265177952259, 'screen_name': 'Tetrateio'}]",False,0,False,5,
11-01-2023,intelcapital,Co-founder and COO of @MinIO @garimakap was recently featured in a @SiliconANGLE article that highlighted how MinIO acts as a foundational layer to facilitate #multicloud. Learn more about why MinIO’s innovative #storage solution is being compared to #Kubernetes below. https://t.co/rrtciApoSt,"['multicloud', 'storage', 'Kubernetes']","[{'user_id': 3017977255, 'screen_name': 'Minio'}, {'user_id': 2987682534, 'screen_name': 'garimakap'}, {'user_id': 19192943, 'screen_name': 'SiliconANGLE'}]",False,3,False,1,
10-01-2023,intelcapital,Learn more below about how Fabric8Labs is disrupting the manufacturing of high-precision metal components while uniquely finding a solution that reduces #greenhousegas emissions in the process: https://t.co/2hWXndLQ8S,['greenhousegas'],,False,0,False,0,27994823
10-01-2023,intelcapital,"David Pain, Fabric8Labs’ Co-Founder and CTO, shared that Intel Capital has been “incredibly helpful with strategic decisions,” by identifying key talent in #technical resources, developing Fabric8Labs' applications and using their #network to amplify reach.","['technical', 'network']",,False,0,False,0,27994823
10-01-2023,intelcapital,Intel Capital's Managing Director &amp; Head of Investment Operations @jenny_ard sits on the board of directors for Fabric8Labs &amp; is proud to work with the team to support their unique printing process that disrupts traditional high-precision metal manufacturing methods.,,"[{'user_id': 4073475314, 'screen_name': 'jenny_ard'}]",False,0,False,0,27994823
